subject	article	doi	in_article
Genomics	PLoS_One_2011_Jun_13_6(6)_e21086	10.1371/journal.pone.0021086	11	
Genomics	PLoS_ONE-4-5-2678260	10.1371/journal.pone.0005534	1	
Genomics	PLoS_One_2011_Apr_28_6(4)_e19342	10.1371/journal.pone.0019342	5	
Genomics	PLoS_One_2011_Mar_11_6(3)_e17840	10.1371/journal.pone.0017840	6	
Genomics	PLoS_One_2011_Mar_9_6(3)_e17288	10.1371/journal.pone.0017288	2	
Genomics	PLoS_One_2010_Mar_11_5(3)_e9652	10.1371/journal.pone.0009652	4	
Genomics	PLoS_One_2010_Oct_15_5(10)_e15352	10.1371/journal.pone.0015352	3	
Genomics	PLoS_One_2010_Oct_5_5(10)_e13160	10.1371/journal.pone.0013160	2	
Genomics	PLoS_ONE_2007_Jun_20_2(6)_e537	10.1371/journal.pone.0000537	3	
Genomics	PLoS_One_2011_Jan_21_6(1)_e16381	10.1371/journal.pone.0016381	7	
Genomics	PLoS_One_2011_Apr_4_6(4)_e18387	10.1371/journal.pone.0018387	1	
Genomics	PLoS_One_2011_May_16_6(5)_e19955	10.1371/journal.pone.0019955	1	
Genomics	PLoS_One_2009_Nov_25_4(11)_e7885	10.1371/journal.pone.0007885	2	
Genomics	PLoS_ONE_2009_Jun_10_4(6)_e5863	10.1371/journal.pone.0005863	15	
Genomics	PLoS_One_2011_Jan_14_6(1)_e16184	10.1371/journal.pone.0016184	4	
Genomics	PLoS_One_2011_Mar_7_6(3)_e17634	10.1371/journal.pone.0017634	2	
Genomics	PLoS_One-5-4-2856684	10.1371/journal.pone.0010224	16	
Genomics	PLoS_ONE_2008_Dec_4_3(12)_e3839	10.1371/journal.pone.0003839	1	
Genomics	PLoS_One_2011_Aug_11_6(8)_e23401	10.1371/journal.pone.0023401	1	
Genomics	PLoS_One_2011_Jun_22_6(6)_e21211	10.1371/journal.pone.0021211	0	
Genomics	PLoS_ONE-3-8-2500167	10.1371/journal.pone.0002984	3	
Genomics	PLoS_One-5-11-2976768	10.1371/journal.pone.0015378	1	
Genomics	PLoS_ONE-3-8-2518524	10.1371/journal.pone.0003088	2	
Genomics	PLoS_One_2011_Apr_20_6(4)_e18740	10.1371/journal.pone.0018740	19	
Genomics	PLoS_ONE_2008_Jan_23_3(1)_e1486	10.1371/journal.pone.0001486	3	
Genomics	PLoS_One_2009_Nov_2_4(11)_e7705	10.1371/journal.pone.0007705	2	
Genomics	PLoS_One_2010_Dec_20_5(12)_e15687	10.1371/journal.pone.0015687	2	
Genomics	PLoS_ONE_2007_Jul_18_2(7)_e613	10.1371/journal.pone.0000613	2	
Genomics	PLoS_One-5-6-2881867	10.1371/journal.pone.0010974	6	
Genomics	PLoS_One-5-4-2848678	10.1371/journal.pone.0009989	17	
Genomics	PLoS_One_2010_Jan_20_5(1)_e8797	10.1371/journal.pone.0008797	0	
Genomics	PLoS_One_2010_Aug_18_5(8)_e12260	10.1371/journal.pone.0012260	3	
Genomics	PLoS_One_2011_Apr_18_6(4)_e18923	10.1371/journal.pone.0018923	13	
Genomics	PLoS_One_2010_Dec_29_5(12)_e15750	10.1371/journal.pone.0015750	7	
Genomics	PLoS_One_2011_Feb_22_6(2)_e16733	10.1371/journal.pone.0016733	3	
Genomics	PLoS_One-5-12-3011005	10.1371/journal.pone.0015576	1	
Genomics	PLoS_One_2010_May_19_5(5)_e10639	10.1371/journal.pone.0010639	6	
Genomics	PLoS_One_2011_Feb_28_6(2)_e16927	10.1371/journal.pone.0016927	1	
Genomics	PLoS_ONE-3-1-2148102	10.1371/journal.pone.0001390	3	
Genomics	PLoS_One_2010_Jul_26_5(7)_e11786	10.1371/journal.pone.0011786	4	
Genomics	PLoS_One-5-4-2856685	10.1371/journal.pone.0010225	1	
Genomics	PLoS_One_2011_Feb_9_6(2)_e16955	10.1371/journal.pone.0016955	6	
Genomics	PLoS_ONE_2007_Nov_21_2(11)_e1184	10.1371/journal.pone.0001184	1	
Genomics	PLoS_One_2010_Nov_19_5(11)_e14055	10.1371/journal.pone.0014055	17	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16338	10.1371/journal.pone.0016338	1	
Genomics	PLoS_One_2011_Apr_5_6(4)_e18208	10.1371/journal.pone.0018208	1	
Genomics	PLoS_One_2011_May_9_6(5)_e19620	10.1371/journal.pone.0019620	2	
Genomics	PLoS_ONE-4-5-2680988	10.1371/journal.pone.0005612	13	
Genomics	PLoS_One-5-7-2904377	10.1371/journal.pone.0011585	1	
Genomics	PLoS_One_2011_Jul_20_6(7)_e22410	10.1371/journal.pone.0022410	0	
Genomics	PLoS_ONE_2009_Apr_21_4(4)_e5225	10.1371/journal.pone.0005225	1	
Genomics	PLoS_One_2010_Jul_30_5(7)_e11917	10.1371/journal.pone.0011917	1	
Genomics	PLoS_One_2011_Aug_23_6(8)_e24023	10.1371/journal.pone.0024023	2	
Genomics	PLoS_One-4-12-2785426	10.1371/journal.pone.0008206	19	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17128	10.1371/journal.pone.0017128	1	
Genomics	PLoS_One_2011_Apr_26_6(4)_e19315	10.1371/journal.pone.0019315	7	
Genomics	PLoS_One-5-11-2974640	10.1371/journal.pone.0013580	2	
Genomics	PLoS_One_2010_Feb_22_5(2)_e9359	10.1371/journal.pone.0009359	0	
Genomics	PLoS_One_2011_Jul_19_6(7)_e22009	10.1371/journal.pone.0022009	1	
Genomics	PLoS_One_2010_Jun_1_5(6)_e10829	10.1371/journal.pone.0010829	0	
Genomics	PLoS_One_2011_Apr_8_6(4)_e18318	10.1371/journal.pone.0018318	57	
Genomics	PLoS_ONE_2009_Mar_2_4(3)_e4662	10.1371/journal.pone.0004662	1	
Genomics	PLoS_One-5-8-2916842	10.1371/journal.pone.0012015	4	
Genomics	PLoS_ONE-2-2-1789144	10.1371/journal.pone.0000216	3	
Genomics	PLoS_One_2011_Aug_23_6(8)_e23856	10.1371/journal.pone.0023856	1	
Genomics	PLoS_One-5-11-2975707	10.1371/journal.pone.0015415.s001	2	
Genomics	PLoS_ONE_2008_Sep_26_3(9)_e3285	10.1371/journal.pone.0003285	2	
Genomics	PLoS_ONE_2007_Jun_6_2(6)_e509	10.1371/journal.pone.0000509	1	
Genomics	PLoS_One-5-4-2851616	10.1371/journal.pone.0009983	1	
Genomics	PLoS_One-5-4-2861676	10.1371/journal.pone.0010419	1	
Genomics	PLoS_One-4-3-2654913	10.1371/journal.pone.0004978	1	
Genomics	PLoS_One_2011_Apr_13_6(4)_e18811	10.1371/journal.pone.0018811	4	
Genomics	PLoS_One_2009_Sep_23_4(9)_e7137	10.1371/journal.pone.0007137	7	
Genomics	PLoS_One-5-3-2835769	10.1371/journal.pone.0009632	6	
Genomics	PLoS_One_2009_Nov_12_4(11)_e7818	10.1371/journal.pone.0007818	4	
Genomics	PLoS_ONE_2008_Dec_8_3(12)_e3882	10.1371/journal.pone.0003882	18	
Genomics	PLoS_One_2011_Jun_15_6(6)_e19752	10.1371/journal.pone.0019752	11	
Genomics	PLoS_One-5-1-2808344	10.1371/journal.pone.0008795	4	
Genomics	PLoS_One_2011_Feb_14_6(2)_e16802	10.1371/journal.pone.0016802	1	
Genomics	PLoS_One_2009_Nov_30_4(11)_e8064	10.1371/journal.pone.0008064	1	
Genomics	PLoS_One_2011_Jan_26_6(1)_e16263	10.1371/journal.pone.0016263	0	
Genomics	PLoS_One_2011_Jul_14_6(7)_e21882	10.1371/journal.pone.0021882	5	
Genomics	PLoS_One-5-8-2928732	10.1371/journal.pone.0012401	1	
Genomics	PLoS_One_2011_Mar_15_6(3)_e17934	10.1371/journal.pone.0017934	2	
Genomics	PLoS_One_2009_Nov_17_4(11)_e7862	10.1371/journal.pone.0007862	2	
Genomics	PLoS_One_2009_Aug_11_4(8)_e6578	10.1371/journal.pone.0006578	4	
Genomics	PLoS_One-5-1-2799522	10.1371/journal.pone.0008635	7	
Genomics	PLoS_One_2011_Aug_2_6(8)_e23156	10.1371/journal.pone.0023156	10	
Genomics	PLoS_ONE-3-7-2432467	10.1371/journal.pone.0002576	0	
Genomics	PLoS_One_2011_Jul_21_6(7)_e22435	10.1371/journal.pone.0022435	7	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16526	10.1371/journal.pone.0016526	7	
Genomics	PLoS_One-4-11-2775683	10.1371/journal.pone.0007926	2	
Genomics	PLoS_ONE_2009_Mar_23_4(3)_e4969	10.1371/journal.pone.0004969	10	
Genomics	PLoS_ONE_2008_Apr_30_3(4)_e2062	10.1371/journal.pone.0002062	4	
Genomics	PLoS_ONE-3-3-2249701	10.1371/journal.pone.0001710	2	
Genomics	PLoS_One_2010_Feb_19_5(2)_e9317	10.1371/journal.pone.0009317	3	
Genomics	PLoS_One_2011_Jan_14_6(1)_e15135	10.1371/journal.pone.0015135	2	
Genomics	PLoS_One_2011_Jun_30_6(6)_e21294	10.1371/journal.pone.0021294	5	
Genomics	PLoS_One-5-1-2811180	10.1371/journal.pone.0008879	1	
Genomics	PLoS_One_2011_Feb_15_6(2)_e17076	10.1371/journal.pone.0017076	2	
Genomics	PLoS_One_2011_Jun_17_6(6)_e20494	10.1371/journal.pone.0020494	3	
Genomics	PLoS_One_2011_Jan_27_6(1)_e16570	10.1371/journal.pone.0016570	31	
Genomics	PLoS_One_2011_Aug_10_6(8)_e23474	10.1371/journal.pone.0023474	3	
Genomics	PLoS_ONE_2009_Jun_15_4(6)_e5921	10.1371/journal.pone.0005921	3	
Genomics	PLoS_ONE_2007_Sep_26_2(9)_e942	10.1371/journal.pone.0000942	6	
Genomics	PLoS_ONE-2-11-2065909	18030330	0	
Genomics	PLoS_One-4-7-2704395	10.1371/journal.pone.0006213	6	
Genomics	PLoS_One_2010_Mar_12_5(3)_e9685	10.1371/journal.pone.0009685	2	
Genomics	PLoS_ONE_2008_Oct_31_3(10)_e3587	10.1371/journal.pone.0003587	1	
Genomics	PLoS_One_2010_Dec_30_5(12)_e15798	10.1371/journal.pone.0015798	4	
Genomics	PLoS_One_2011_Mar_30_6(3)_e18380	10.1371/journal.pone.0018380	2	
Genomics	PLoS_ONE-3-4-2270909	10.1371/journal.pone.0001865	2	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16582	10.1371/journal.pone.0016582	1	
Genomics	PLoS_One_2011_Feb_25_6(2)_e16858	10.1371/journal.pone.0016858	3	
Genomics	PLoS_One_2010_May_14_5(5)_e10642	10.1371/journal.pone.0010642	8	
Genomics	PLoS_One_2009_Dec_16_4(12)_e8327	10.1371/journal.pone.0008327	3	
Genomics	PLoS_ONE_2008_Mar_26_3(3)_e1855	10.1371/journal.pone.0001855	1	
Genomics	PLoS_One-5-9-2944807	10.1371/journal.pone.0012887	2	
Genomics	PLoS_One-5-8-2924397	10.1371/journal.pone.0012288	4	
Genomics	PLoS_One_2011_Feb_3_6(2)_e16476	10.1371/journal.pone.0016476	3	
Genomics	PLoS_One_2010_Apr_7_5(4)_e10053	10.1371/journal.pone.0010053	7	
Genomics	PLoS_One_2009_Nov_17_4(11)_e7697	10.1371/journal.pone.0007697	0	
Genomics	PLoS_One_2011_Feb_28_6(2)_e16981	10.1371/journal.pone.0016981	1	
Genomics	PLoS_One_2011_Jun_10_6(6)_e20907	10.1371/journal.pone.0020907	1	
Genomics	PLoS_ONE_2008_Aug_29_3(8)_e3105	10.1371/journal.pone.0003105	8	
Genomics	PLoS_One_2009_Dec_29_4(12)_e8484	10.1371/journal.pone.0008484	2	
Genomics	PLoS_One_2009_Jul_30_4(7)_e6449	10.1371/journal.pone.0006449	1	
Genomics	PLoS_ONE_2009_Apr_13_4(4)_e5237	10.1371/journal.pone.0005237	2	
Genomics	PLoS_ONE_2009_Apr_24_4(4)_e5326	10.1371/journal.pone.0005326	3	
Genomics	PLoS_ONE-1-1-1762311	17183713	2	
Genomics	PLoS_ONE-2-3-1810429	10.1371/journal.pone.0000305	3	
Genomics	PLoS_One_2011_Jun_6_6(6)_e20251	10.1371/journal.pone.0020251	4	
Genomics	PLoS_ONE_2008_Aug_20_3(8)_e2997	10.1371/journal.pone.0002997	8	
Genomics	PLoS_ONE_2009_Mar_5_4(3)_e4716	10.1371/journal.pone.0004716	2	
Genomics	PLoS_ONE-3-11-2582954	10.1371/journal.pone.0003758	0	
Genomics	PLoS_ONE_2009_May_29_4(5)_e5231	10.1371/journal.pone.0005231	2	
Genomics	PLoS_ONE_2008_Dec_9_3(12)_e3885	10.1371/journal.pone.0003885	4	
Genomics	PLoS_ONE-4-1-2606021	10.1371/journal.pone.0004108	1	
Genomics	PLoS_One_2011_Jun_21_6(6)_e21513	10.1371/journal.pone.0021513	1	
Genomics	PLoS_ONE-3-11-2581440	10.1371/journal.pone.0003745	0	
Genomics	PLoS_One_2011_May_25_6(5)_e20234	10.1371/journal.pone.0020234	5	
Genomics	PLoS_One_2010_Jan_13_5(1)_e8683	10.1371/journal.pone.0008683	9	
Genomics	PLoS_One_2011_Jul_11_6(7)_e21301	10.1371/journal.pone.0021301	9	
Genomics	PLoS_One_2011_Apr_5_6(4)_e18616	10.1371/journal.pone.0018616	0	
Genomics	PLoS_ONE-3-12-2592696	10.1371/journal.pone.0003932	3	
Genomics	PLoS_One_2011_Jul_6_6(7)_e21784	10.1371/journal.pone.0021784	10	
Genomics	PLoS_One-5-12-3011013	10.1371/journal.pone.0015704	4	
Genomics	PLoS_One-4-10-2762038	10.1371/journal.pone.0007556	1	
Genomics	PLoS_One_2010_May_28_5(5)_e10865	10.1371/journal.pone.0010865	2	
Genomics	PLoS_One_2009_Dec_30_4(12)_e8498	10.1371/journal.pone.0008498	1	
Genomics	PLoS_One_2011_Aug_31_6(8)_e23923	10.1371/journal.pone.0023923	2	
Genomics	PLoS_ONE-3-9-2527522	10.1371/journal.pone.0003183	9	
Genomics	PLoS_One_2011_Jun_9_6(6)_e20631	10.1371/journal.pone.0020631	2	
Genomics	PLoS_One_2011_Mar_15_6(3)_e17607	10.1371/journal.pone.0017607	6	
Genomics	PLoS_ONE-4-6-2685453	10.1371/journal.pone.0005763	2	
Genomics	PLoS_One_2010_Apr_27_5(4)_e10348	10.1371/journal.pone.0010348	3	
Genomics	PLoS_One-5-1-2799674	10.1371/journal.pone.0008632	2	
Genomics	PLoS_ONE_2008_Apr_2_3(4)_e1884	10.1371/journal.pone.0001884	3	
Genomics	PLoS_One_2011_May_12_6(5)_e19209	10.1371/journal.pone.0019209	2	
Genomics	PLoS_One_2011_Aug_15_6(8)_e23430	10.1371/journal.pone.0023430	2	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19454	10.1371/journal.pone.0019454	1	
Genomics	PLoS_ONE-3-1-2148105	10.1371/journal.pone.0001388	8	
Genomics	PLoS_One_2011_May_17_6(5)_e19631	10.1371/journal.pone.0019631	24	
Genomics	PLoS_ONE_2009_Mar_24_4(3)_e5001	19308253	3	
Genomics	PLoS_One_2011_Jun_1_6(6)_e20074	10.1371/journal.pone.0020074	1	
Genomics	PLoS_One_2010_Oct_15_5(10)_e13443	10.1371/journal.pone.0013443	2	
Genomics	PLoS_One-4-8-2727056	10.1371/journal.pone.0006747	2	
Genomics	PLoS_ONE_2007_Nov_14_2(11)_e1163	10.1371/journal.pone.0001163	2	
Genomics	PLoS_One-4-12-2795172	10.1371/journal.pone.0008526	3	
Genomics	PLoS_One-5-9-2933230	10.1371/journal.pone.0012561	10	
Genomics	PLoS_One-5-1-2801608	10.1371/journal.pone.0008667	3	
Genomics	PLoS_One-5-10-2958114	10.1371/journal.pone.0013450	5	
Genomics	PLoS_One_2011_Jul_27_6(7)_e22886	10.1371/journal.pone.0022886	23	
Genomics	PLoS_ONE-4-5-2680597	10.1371/journal.pone.0005584	11	
Genomics	PLoS_One_2011_Jan_21_6(1)_e14565	10.1371/journal.pone.0014565	6	
Genomics	PLoS_One_2011_Jul_15_6(7)_e22101	10.1371/journal.pone.0022101	1	
Genomics	PLoS_One_2011_May_6_6(5)_e19280	10.1371/journal.pone.0019280	6	
Genomics	PLoS_One-4-11-2777508	10.1371/journal.pone.0008033	7	
Genomics	PLoS_One_2010_Oct_27_5(10)_e15381	10.1371/journal.pone.0015381	1	
Genomics	PLoS_One-5-4-2850389	10.1371/journal.pone.0010017	1	
Genomics	PLoS_ONE_2008_Oct_13_3(10)_e3391	10.1371/journal.pone.0003391	2	
Genomics	PLoS_One_2010_Aug_31_5(8)_e12465	10.1371/journal.pone.0012465	5	
Genomics	PLoS_One_2010_Jun_9_5(6)_e11033	10.1371/journal.pone.0011033	1	
Genomics	PLoS_One_2011_Jul_28_6(7)_e22758	10.1371/journal.pone.0022758	16	
Genomics	PLoS_One_2011_Jun_17_6(6)_e21308	10.1371/journal.pone.0021308	8	
Genomics	PLoS_One-5-9-2944891	10.1371/journal.pone.0012968	4	
Genomics	PLoS_One_2011_Jul_29_6(7)_e22717	10.1371/journal.pone.0022717	9	
Genomics	PLoS_ONE_2007_Feb_14_2(2)_e219	10.1371/journal.pone.0000219	4	
Genomics	PLoS_ONE_2009_Mar_31_4(3)_e5051	10.1371/journal.pone.0005051	4	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23569	10.1371/journal.pone.0023569	2	
Genomics	PLoS_ONE-3-2-2220037	10.1371/journal.pone.0001595	3	
Genomics	PLoS_ONE-3-8-2493033	10.1371/journal.pone.0002958	2	
Genomics	PLoS_One-4-10-2762543	10.1371/journal.pone.0007598	2	
Genomics	PLoS_ONE-4-5-2674932	10.1371/journal.pone.0005465	1	
Genomics	PLoS_ONE_2009_May_28_4(5)_e5713	10.1371/journal.pone.0005713	4	
Genomics	PLoS_One-5-11-2994705	10.1371/journal.pone.0014031	3	
Genomics	PLoS_ONE-2-9-1952074	10.1371/journal.pone.0000829	1	
Genomics	PLoS_One_2011_Jul_1_6(7)_e21859	10.1371/journal.pone.0021859	6	
Genomics	PLoS_One_2011_Jun_30_6(6)_e21769	10.1371/journal.pone.0021769	4	
Genomics	PLoS_One_2011_Apr_4_6(4)_e18403	10.1371/journal.pone.0018403	2	
Genomics	PLoS_ONE-2-6-1876814	10.1371/journal.pone.0000495	1	
Genomics	PLoS_One_2011_Jan_20_6(1)_e14562	10.1371/journal.pone.0014562	1	
Genomics	PLoS_ONE_2007_Aug_22_2(8)_e766	10.1371/journal.pone.0000766	9	
Genomics	PLoS_One_2011_Jul_25_6(7)_e22167	10.1371/journal.pone.0022167	3	
Genomics	PLoS_ONE_2008_Nov_25_3(11)_e3802	19030232	4	
Genomics	PLoS_One_2011_Feb_22_6(2)_e16917	10.1371/journal.pone.0016917	2	
Genomics	PLoS_One_2010_Sep_17_5(9)_e12672	10.1371/journal.pone.0012672	4	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19229	10.1371/journal.pone.0019229	1	
Genomics	PLoS_One_2011_Apr_29_6(4)_e18968	10.1371/journal.pone.0018968	3	
Genomics	PLoS_ONE_2007_Jul_25_2(7)_e640	10.1371/journal.pone.0000640	4	
Genomics	PLoS_ONE_2007_Jan_24_2(1)_e153	10.1371/journal.pone.0000153	14	
Genomics	PLoS_ONE_2009_May_25_4(5)_e5687	10.1371/journal.pone.0005687	1	
Genomics	PLoS_One_2011_Mar_10_6(3)_e17855	10.1371/journal.pone.0017855	4	
Genomics	PLoS_One_2010_Nov_15_5(11)_e13980	10.1371/journal.pone.0013980	3	
Genomics	PLoS_ONE-3-11-2574440	10.1371/journal.pone.0003636	5	
Genomics	PLoS_ONE_2008_Mar_12_3(3)_e1764	10.1371/journal.pone.0001764	1	
Genomics	PLoS_One-5-11-2994810	10.1371/journal.pone.0015069	2	
Genomics	PLoS_One_2011_Jun_13_6(6)_e20978	10.1371/journal.pone.0020978	1	
Genomics	PLoS_One_2011_Mar_31_6(3)_e18426	10.1371/journal.pone.0018426	2	
Genomics	PLoS_ONE-4-5-2682560	10.1371/journal.pone.0005681	8	
Genomics	PLoS_ONE_2008_Jan_30_3(1)_e1504	10.1371/journal.pone.0001504	3	
Genomics	PLoS_One_2010_Aug_26_5(8)_e12411	10.1371/journal.pone.0012411	29	
Genomics	PLoS_One_2011_Aug_3_6(8)_e22616	10.1371/journal.pone.0022616	5	
Genomics	PLoS_One-5-7-2901326	10.1371/journal.pone.0011474	7	
Genomics	PLoS_One-5-9-2943922	10.1371/journal.pone.0012882	2	
Genomics	PLoS_One_2011_Mar_7_6(3)_e17782	10.1371/journal.pone.0017782	6	
Genomics	PLoS_One-4-7-2702173	10.1371/journal.pone.0006163	44	
Genomics	PLoS_One_2011_Jun_22_6(6)_e21436	10.1371/journal.pone.0021436	2	
Genomics	PLoS_One_2010_Sep_13_5(9)_e12702	10.1371/journal.pone.0012702	3	
Genomics	PLoS_One-4-9-2734429	10.1371/journal.pone.0006928	1	
Genomics	PLoS_One-5-6-2884031	10.1371/journal.pone.0011079	2	
Genomics	PLoS_One_2011_Aug_29_6(8)_e23605	10.1371/journal.pone.0023605	7	
Genomics	PLoS_One_2011_Aug_4_6(8)_e23406	10.1371/journal.pone.0023406	2	
Genomics	PLoS_One-5-4-2855703	10.1371/journal.pone.0009894	1	
Genomics	PLoS_One-4-11-2776509	10.1371/journal.pone.0007984	2	
Genomics	PLoS_One_2010_Dec_21_5(12)_e15300	10.1371/journal.pone.0015300	4	
Genomics	PLoS_One-5-11-2972220	10.1371/journal.pone.0013818	1	
Genomics	PLoS_One_2010_Feb_17_5(2)_e9255	10.1371/journal.pone.0009255	10	
Genomics	PLoS_One_2010_Aug_20_5(8)_e12278	10.1371/journal.pone.0012278	6	
Genomics	PLoS_One_2011_Jul_12_6(7)_e21591	10.1371/journal.pone.0021591	1	
Genomics	PLoS_ONE-2-6-1876820	17551590	4	
Genomics	PLoS_One_2011_Feb_8_6(2)_e16756	10.1371/journal.pone.0016756	3	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16509	10.1371/journal.pone.0016509	4	
Genomics	PLoS_ONE_2008_Sep_11_3(9)_e3189	10.1371/journal.pone.0003189	1	
Genomics	PLoS_One_2010_Mar_22_5(3)_e9645	10.1371/journal.pone.0009645	3	
Genomics	PLoS_One_2010_Dec_1_5(12)_e14190	10.1371/journal.pone.0014190	2	
Genomics	PLoS_ONE_2007_Sep_5_2(9)_e849	10.1371/journal.pone.0000849	3	
Genomics	PLoS_One_2011_Jul_14_6(7)_e22137	10.1371/journal.pone.0022137	4	
Genomics	PLoS_One_2011_Jun_10_6(6)_e20829	10.1371/journal.pone.0020829	5	
Genomics	PLoS_One_2010_Apr_21_5(4)_e10110	10.1371/journal.pone.0010110	2	
Genomics	PLoS_One-5-6-2891999	10.1371/journal.pone.0011300	1	
Genomics	PLoS_One-5-8-2927426	10.1371/journal.pone.0012353	5	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16392	10.1371/journal.pone.0016392	18	
Genomics	PLoS_One-4-8-2725291	10.1371/journal.pone.0006717	2	
Genomics	PLoS_One_2011_Feb_2_6(2)_e16769	10.1371/journal.pone.0016769	0	
Genomics	PLoS_One_2011_Mar_25_6(3)_e18122	10.1371/journal.pone.0018122	7	
Genomics	PLoS_ONE_2009_Jun_2_4(6)_e5767	10.1371/journal.pone.0005767	5	
Genomics	PLoS_ONE_2008_Apr_2_3(4)_e1927	10.1371/journal.pone.0001927	0	
Genomics	PLoS_One-5-6-2886054	10.1371/journal.pone.0011118	2	
Genomics	PLoS_One_2011_Jul_8_6(7)_e21820	10.1371/journal.pone.0021820	3	
Genomics	PLoS_One-5-1-2809107	10.1371/journal.pone.0008817	4	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16635	10.1371/journal.pone.0016635	2	
Genomics	PLoS_One_2011_Aug_11_6(8)_e23204	10.1371/journal.pone.0023204	3	
Genomics	PLoS_One-5-8-2928274	10.1371/journal.pone.0012391	0	
Genomics	PLoS_One_2011_Apr_21_6(4)_e18829	10.1371/journal.pone.0018829	3	
Genomics	PLoS_ONE_2008_Feb_13_3(2)_e1593	10.1371/journal.pone.0001593	1	
Genomics	PLoS_One_2010_Dec_14_5(12)_e15580	10.1371/journal.pone.0015580	4	
Genomics	PLoS_ONE-3-6-2408969	10.1371/journal.pone.0002386	15	
Genomics	PLoS_One_2010_Nov_29_5(11)_e15076	10.1371/journal.pone.0015076	5	
Genomics	PLoS_One-4-8-2724683	10.1371/journal.pone.0006682	2	
Genomics	PLoS_One-5-3-2847899	10.1371/journal.pone.0009895	1	
Genomics	PLoS_One_2011_Jun_13_6(6)_e20954	10.1371/journal.pone.0020954	3	
Genomics	PLoS_ONE-4-4-2670512	10.1371/journal.pone.0005371	2	
Genomics	PLoS_One_2011_Feb_10_6(2)_e16867	10.1371/journal.pone.0016867	10	
Genomics	PLoS_One-4-7-2705804	10.1371/journal.pone.0006244	3	
Genomics	PLoS_One_2011_Feb_22_6(2)_e16651	10.1371/journal.pone.0016651	3	
Genomics	PLoS_ONE_2009_Mar_9_4(3)_e4701	10.1371/journal.pone.0004701	7	
Genomics	PLoS_ONE_2007_Oct_3_2(10)_e985	10.1371/journal.pone.0000985	6	
Genomics	PLoS_One-4-8-2714456	10.1371/journal.pone.0006484	1	
Genomics	PLoS_One-5-12-3013100	10.1371/journal.pone.0015327	2	
Genomics	PLoS_ONE-2-6-1892807	17593975	1	
Genomics	PLoS_One_2011_May_25_6(5)_e20055	10.1371/journal.pone.0020055	2	
Genomics	PLoS_One-5-5-2873288	10.1371/journal.pone.0010680	15	
Genomics	PLoS_One_2011_Jul_1_6(7)_e21645	10.1371/journal.pone.0021645	3	
Genomics	PLoS_One_2011_Jul_20_6(7)_e22277	10.1371/journal.pone.0022277	2	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16307	10.1371/journal.pone.0016307	1	
Genomics	PLoS_One-5-11-2978079	10.1371/journal.pone.0013920	1	
Genomics	PLoS_One_2010_Dec_1_5(12)_e14176	10.1371/journal.pone.0014176	3	
Genomics	PLoS_One_2011_Mar_11_6(3)_e17511	10.1371/journal.pone.0017511	13	
Genomics	PLoS_One-5-9-2943467	10.1371/journal.pone.0012855	2	
Genomics	PLoS_ONE_2008_Jan_16_3(1)_e1435	10.1371/journal.pone.0001435	2	
Genomics	PLoS_One_2011_Jan_17_6(1)_e16043	10.1371/journal.pone.0016043	1	
Genomics	PLoS_ONE_2008_Sep_26_3(9)_e3283	10.1371/journal.pone.0003283	2	
Genomics	PLoS_ONE_2009_Jun_10_4(6)_e5855	10.1371/journal.pone.0005855	0	
Genomics	PLoS_One-5-11-2981565	10.1371/journal.pone.0013992	1	
Genomics	PLoS_One_2011_Mar_29_6(3)_e18202	10.1371/journal.pone.0018202	0	
Genomics	PLoS_One-5-12-3011019	10.1371/journal.pone.0015296	1	
Genomics	PLoS_One_2010_Dec_7_5(12)_e15319	10.1371/journal.pone.0015319	12	
Genomics	PLoS_One-5-8-2928731	10.1371/journal.pone.0012421	16	
Genomics	PLoS_ONE-3-2-2243018	10.1371/journal.pone.0001659	3	
Genomics	PLoS_One-5-7-2900209	10.1371/journal.pone.0011485	3	
Genomics	PLoS_ONE_2009_Apr_24_4(4)_e5356	10.1371/journal.pone.0005356	2	
Genomics	PLoS_One_2011_May_24_6(5)_e20192	10.1371/journal.pone.0020192	5	
Genomics	PLoS_ONE_2009_Feb_13_4(2)_e4480	10.1371/journal.pone.0004480	2	
Genomics	PLoS_ONE-3-11-2582945	10.1371/journal.pone.0003740	2	
Genomics	PLoS_One_2011_Aug_11_6(8)_e23450	10.1371/journal.pone.0023450	1	
Genomics	PLoS_One_2009_Nov_20_4(11)_e7937	10.1371/journal.pone.0007937	2	
Genomics	PLoS_One_2011_Apr_12_6(4)_e18771	10.1371/journal.pone.0018771	8	
Genomics	PLoS_ONE-2-3-1808432	10.1371/journal.pone.0000289	0	
Genomics	PLoS_One-4-9-2740824	10.1371/journal.pone.0007132	2	
